"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
27,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,30,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576265046,4432358576274290,4432358576279090,4432358576291056,4800
28,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,31,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576270266,4432358576286450,4432358576291570,4432358576310987,5120
29,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,32,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576284446,4432358576298930,4432358576304050,4432358576305707,5120
30,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,33,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576298136,4432358576327090,4432358576332530,4432358576335897,5440
31,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,34,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576322837,4432358576332530,4432358576337810,4432358576350137,5280
32,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,35,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576328307,4432358576337810,4432358576343090,4432358576345017,5280
33,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,36,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576333027,4432358576343090,4432358576348210,4432358576356097,5120
34,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,37,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576337637,4432358576373170,4432358576378610,4432358576379988,5440
35,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,38,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576369148,4432358576378610,4432358576383731,4432358576386048,5121
36,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,39,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576375118,4432358576383731,4432358576388851,4432358576392218,5120
37,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,40,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576379588,4432358576400051,4432358576405171,4432358576406409,5120
38,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,41,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576399108,4432358576409171,4432358576414291,4432358576415849,5120
39,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,42,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576407149,4432358576418291,4432358576423251,4432358576424869,4960
40,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,43,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576414938,4432358576429011,4432358576435411,4432358576436729,6400
41,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,44,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576426739,4432358576435411,4432358576440851,4432358576444979,5440
42,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,45,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576433439,4432358576440851,4432358576445651,4432358576451139,4800
43,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,46,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576437999,4432358576458931,4432358576464051,4432358576465930,5120
44,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,47,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576456759,4432358576470291,4432358576475571,4432358576477730,5280
45,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,48,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576469519,4432358576479571,4432358576484691,4432358576486980,5120
46,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,49,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576478690,4432358576491571,4432358576497971,4432358576500150,6400
47,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,50,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576489480,4432358576497971,4432358576503571,4432358576505960,5600
48,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,51,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576495360,4432358576503571,4432358576508531,4432358576512470,4960
49,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,52,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576500770,4432358576520211,4432358576525491,4432358576527551,5280
50,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,53,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576518511,4432358576531251,4432358576536371,4432358576539091,5120
51,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,54,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576530021,4432358576557811,4432358576563251,4432358576564831,5440
52,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,55,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576553001,4432358576563251,4432358576568371,4432358576571461,5120
53,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,56,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576557831,4432358576568371,4432358576573491,4432358576577832,5120
54,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,57,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576563751,4432358576594771,4432358576600211,4432358576602002,5440
55,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,58,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576590712,4432358576600211,4432358576605651,4432358576607862,5440
56,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,59,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576596322,4432358576605651,4432358576610771,4432358576613972,5120
57,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,60,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576600992,4432358576631092,4432358576636532,4432358576639383,5440
58,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,61,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576626173,4432358576636532,4432358576641812,4432358576645453,5280
59,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,62,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576631453,4432358576641812,4432358576647092,4432358576658303,5280
60,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,63,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576637173,4432358576647092,4432358576652372,4432358576669413,5280
61,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,64,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576641813,4432358576652372,4432358576657332,4432358576676793,4960
62,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,65,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576651363,4432358576665812,4432358576670932,4432358576682894,5120
63,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,66,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576663653,4432358576699572,4432358576705012,4432358576707144,5440
64,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,67,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576695344,4432358576705012,4432358576710292,4432358576713594,5280
65,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,68,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576700674,4432358576710292,4432358576715412,4432358576719414,5120
66,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,69,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576705654,4432358576735892,4432358576741332,4432358576743884,5440
67,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,70,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576731584,4432358576741332,4432358576746612,4432358576750485,5280
68,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,71,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576736844,4432358576746612,4432358576751892,4432358576757115,5280
69,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,72,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576741544,4432358576751892,4432358576757012,4432358576768905,5120
70,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,73,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576747375,4432358576765652,4432358576770772,4432358576775075,5120
71,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,74,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576763455,4432358576782132,4432358576787412,4432358576788935,5280
72,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,75,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576781295,4432358576795572,4432358576800852,4432358576802246,5280
73,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,76,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576795985,4432358576804692,4432358576809652,4432358576811706,4960
74,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,77,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576803056,4432358576816372,4432358576823092,4432358576824216,6720
75,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,78,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576814366,4432358576823092,4432358576828532,4432358576830266,5440
76,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,79,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576821136,4432358576828532,4432358576834452,4432358576848366,5920
77,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,80,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576826236,4432358576834452,4432358576839412,4432358576842426,4960
78,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,81,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576836236,4432358576865013,4432358576870453,4432358576872997,5440
79,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,82,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576860897,4432358576870453,4432358576875573,4432358576878757,5120
80,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,83,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576865997,4432358576875573,4432358576880853,4432358576886087,5280
81,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,84,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576870677,4432358576880853,4432358576886133,4432358576894507,5280
82,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,85,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576875267,4432358576886133,4432358576891413,4432358576899778,5280
83,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,86,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576881567,4432358576891413,4432358576896373,4432358576905847,4960
84,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,87,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576888167,4432358576917013,4432358576922453,4432358576925038,5440
85,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,88,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576912928,4432358576922453,4432358576928533,4432358576931018,6080
86,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,89,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576921288,4432358576928533,4432358576934133,4432358576937148,5600
87,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,90,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576925748,4432358576954613,4432358576960053,4432358576963539,5440
88,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,91,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576950838,4432358576960053,4432358576965493,4432358576968909,5440
89,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,92,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576956239,4432358576965493,4432358576970773,4432358576975899,5280
90,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,93,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576961328,4432358576970773,4432358576976213,4432358576981149,5440
91,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,94,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576965529,4432358576976213,4432358576981653,4432358576988179,5440
92,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,95,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576971809,4432358576981653,4432358576986453,4432358576993719,4800
93,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,96,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358576978889,4432358577015893,4432358577021333,4432358577022910,5440
94,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,97,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358577013440,4432358577021333,4432358577027253,4432358577030970,5920
95,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,98,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358577019680,4432358577027253,4432358577032213,4432358577036970,4960
96,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,99,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358577024750,4432358577053013,4432358577058453,4432358577060930,5440
97,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,100,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358577048150,4432358577058453,4432358577063413,4432358577068401,4960
98,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,101,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358577053430,4432358577063413,4432358577068533,4432358577074761,5120
99,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,102,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358577058130,4432358577068533,4432358577073653,4432358577079921,5120
100,"integrate(HIP_vector_type<float, 2u>*, HIP_vector_type<float, 2u>*, int, float, float, ForceParams) [clone .kd]",2,0,103,530073,530073,31744,256,0,0,16,0,32,64,"0x0","0x14a2228c0980",4432358577062700,4432358577097493,4432358577102934,4432358577104401,5441
