timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/10/19 11:26:16.295, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:16.295, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:17.296, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:17.296, 1, Tesla M2050, 100 %, 10 %, 267 MiB
2025/10/19 11:26:17.297, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:17.297, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:17.297, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:17.298, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:17.298, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:17.298, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:18.299, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:18.299, 1, Tesla M2050, 100 %, 10 %, 267 MiB
2025/10/19 11:26:18.300, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:18.300, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:18.300, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:18.301, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:18.301, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:18.301, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:19.302, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:19.302, 1, Tesla M2050, 100 %, 10 %, 267 MiB
2025/10/19 11:26:19.303, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:19.303, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:19.303, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:19.304, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:19.304, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:19.305, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:20.305, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:20.306, 1, Tesla M2050, 100 %, 10 %, 267 MiB
2025/10/19 11:26:20.306, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:20.306, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:20.307, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:20.307, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:20.307, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:20.308, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:21.308, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:21.309, 1, Tesla M2050, 100 %, 9 %, 267 MiB
2025/10/19 11:26:21.309, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:21.309, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:21.310, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:21.310, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:21.310, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:21.311, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:22.311, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:22.312, 1, Tesla M2050, 100 %, 9 %, 267 MiB
2025/10/19 11:26:22.312, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:22.312, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:22.313, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:22.313, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:22.313, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:22.314, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:23.314, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:23.315, 1, Tesla M2050, 100 %, 9 %, 267 MiB
2025/10/19 11:26:23.315, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:23.315, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:23.316, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:23.316, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:23.316, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:23.317, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:24.317, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:24.318, 1, Tesla M2050, 100 %, 9 %, 267 MiB
2025/10/19 11:26:24.318, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:24.318, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:24.319, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:24.319, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:24.319, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:24.320, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:25.320, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:25.321, 1, Tesla M2050, 100 %, 9 %, 267 MiB
2025/10/19 11:26:25.321, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:25.321, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:25.322, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:25.322, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:25.322, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:25.323, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:26.323, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:26.324, 1, Tesla M2050, 100 %, 9 %, 267 MiB
2025/10/19 11:26:26.324, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:26.325, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:26.325, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:26.325, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:26.326, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:26.326, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:27.326, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:27.327, 1, Tesla M2050, 100 %, 8 %, 267 MiB
2025/10/19 11:26:27.327, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:27.328, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:27.328, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:27.328, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:27.329, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:27.329, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:28.329, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:28.330, 1, Tesla M2050, 100 %, 8 %, 267 MiB
2025/10/19 11:26:28.330, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:28.331, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:28.331, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:28.331, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:28.332, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:28.332, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:29.332, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:29.333, 1, Tesla M2050, 100 %, 8 %, 267 MiB
2025/10/19 11:26:29.333, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:29.334, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:29.334, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:29.334, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:29.335, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:29.335, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:30.335, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:30.336, 1, Tesla M2050, 100 %, 8 %, 267 MiB
2025/10/19 11:26:30.336, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:30.336, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:30.337, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:30.337, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:30.337, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:30.338, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:31.338, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:31.339, 1, Tesla M2050, 100 %, 8 %, 267 MiB
2025/10/19 11:26:31.339, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:31.339, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:31.340, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:31.340, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:31.340, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:31.341, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:32.341, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:32.342, 1, Tesla M2050, 100 %, 8 %, 267 MiB
2025/10/19 11:26:32.342, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:32.342, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:32.343, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:32.343, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:32.343, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:32.344, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:33.344, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:33.345, 1, Tesla M2050, 100 %, 8 %, 267 MiB
2025/10/19 11:26:33.345, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:33.345, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:33.346, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:33.346, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:33.346, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:33.347, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:34.347, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:34.348, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:34.348, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:34.348, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:34.349, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:34.349, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:34.349, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:34.350, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:35.350, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:35.351, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:35.351, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:35.351, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:35.352, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:35.352, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:35.352, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:35.353, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:36.353, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:36.354, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:36.354, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:36.354, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:36.355, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:36.355, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:36.355, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:36.356, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:37.356, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:37.357, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:37.357, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:37.357, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:37.358, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:37.358, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:37.358, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:37.359, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:38.359, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:38.360, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:38.360, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:38.360, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:38.361, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:38.361, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:38.361, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:38.362, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:39.362, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:39.363, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:39.363, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:39.363, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:39.364, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:39.364, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:39.365, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:39.365, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:40.365, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:40.366, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:40.366, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:40.367, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:40.367, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:40.367, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:40.368, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:40.368, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:41.368, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:41.369, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:41.369, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:41.370, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:41.370, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:41.370, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:41.371, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:41.371, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:42.371, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:42.372, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:42.372, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:42.372, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:42.373, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:42.373, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:42.373, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:42.374, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:43.374, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:43.375, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:43.375, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:43.375, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:43.376, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:43.376, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:43.376, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:43.377, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:44.377, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:44.378, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:44.378, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:44.378, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:44.379, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:44.379, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:44.380, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:44.380, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:45.380, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:45.381, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:45.381, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:45.381, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:45.382, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:45.382, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:45.382, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:45.383, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:46.383, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:46.384, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:46.384, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:46.384, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:46.385, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:46.385, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:46.385, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:46.386, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:47.386, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:47.387, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:47.387, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:47.387, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:47.388, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:47.388, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:47.388, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:47.389, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:48.389, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:48.390, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:26:48.390, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:48.390, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:48.391, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:48.391, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:48.391, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:48.392, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:49.392, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:49.393, 1, Tesla M2050, 100 %, 6 %, 267 MiB
2025/10/19 11:26:49.393, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:49.393, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:49.394, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:49.394, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:49.394, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:49.395, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:50.395, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:50.396, 1, Tesla M2050, 100 %, 6 %, 267 MiB
2025/10/19 11:26:50.396, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:50.396, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:50.397, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:50.397, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:50.397, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:50.398, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:26:51.398, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:26:51.399, 1, Tesla M2050, 100 %, 6 %, 267 MiB
2025/10/19 11:26:51.399, 2, Tesla M2050, 0 %, 0 %, 216 MiB
