timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/10/19 11:19:20.585, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:20.585, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:20.586, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:21.586, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:21.587, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:19:21.587, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:21.588, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:21.588, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:21.589, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:21.589, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:21.590, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:22.590, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:22.591, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:19:22.591, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:22.592, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:22.592, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:22.592, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:22.593, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:22.593, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:23.594, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:23.594, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:19:23.595, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:23.595, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:23.596, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:23.596, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:23.597, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:23.597, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:24.598, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:24.598, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:19:24.599, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:24.599, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:24.600, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:24.600, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:24.600, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:24.601, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:25.601, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:25.602, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:19:25.602, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:25.603, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:25.603, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:25.604, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:25.604, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:25.605, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:26.605, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:26.606, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:19:26.606, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:26.607, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:26.607, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:26.608, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:26.608, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:26.609, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:27.609, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:27.610, 1, Tesla M2050, 100 %, 6 %, 267 MiB
2025/10/19 11:19:27.610, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:27.611, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:27.611, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:27.611, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:27.612, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:27.612, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:28.613, 0, Tesla M2050, 0 %, 0 %, 0 MiB
